Kommune,Jahr,Name der Beteiligung,Ausschuss,Thema,Beschlussempfehlung,Begründung,Änderungen,Antragsteller W,Antragsteller M,Antragsteller D,im Ausschuss genehmigt,im Rat genehmigt,AGS,Einwohnerzahl,stärkste Fraktion,Schulform,Bundesland,Klassenstufe,urban/ländlich,Status in echt,Anmerkungen,Ansprechpartner
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Veranstaltungsausbau,"Der Rat möge beschließen, dass mehr Veranstaltungen, wie die Kirmes und Konzerte, ermöglicht werden.","Diese Maßnahme erhöht die Lebensqualität von Jugendlichen erheblich. Jugendliche benötigen Zeit, um soziale Interaktion zu üben. Spaß ist auch ein weiterer Grund für diesen Beschluss.",,,,,ja,,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Rollschuhbahnen in Herford,"Der Rat möge beschließen, dass Rollschuhbahnen in Herford gebaut werden für mehr Freizeitaktivitäten für Jugendliche, Kinder und Herforder.","Es ist wichtig , dass Kinder Jugendliche und nicht nur am Handy sind, sondern auch Freizeit haben. Es fördert auch mehr Sport und es macht Spaß.","Änderung: ""Es soll eine Rollschuhbahn statt mehrere geben, die in der Eishalle in Kleefeld sein soll, um deren Leerstand im Sommer vorzubeugen und Einnahmen zu genrerieren.""",,,,ja,,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Mehr Sicherheit in der Nacht,"Der Rat möge beschließen, dass Straßenlaternen nachts angelassen werden, damit man auch nachts überall Licht hat.","Wenn nachts die Lichter angelassen werden, gibt es mehr Sicherheit und man kann besser sehen.",,,,,nein,,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Erweiterte Werbemaßnahmen,"Der Rat möge beschließen, dass Werbemaßnahmen für Jugendangebote auf verschiedenen Wegen, wie den sozialen Medien und einer Website, ausgebaut werden.","Um schon existierende Angebote, wie Freizeiten und Jugendtreffs, beliebter zu machen, sind die Werbemaßnahmen besser zu gestalten. Dadurch wird die Effizienz und Wirksamkeit solcher Angebote gesteigert.","Änderung: ""Bei der Gestaltung der Werbemaßnahmen soll mit Jugendlichen zusammengearbeitet werden.""",,,,ja,,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Öffentliche Toiletten,"Der Rat möge beschließen, dass kostenlose neue Toiletten bei Spielplätzen und Parks gebaut werden.",Die meisten Toiletten sind in Innenstädten und bei Bahnhöfen.,"hinzufügen: ""Die Verwaltung wird beauftragt, einen Kostenvorschlag zu ermitteln und eine mögliche Kostenbeteiligung der Bürger:innen zu prüfen.""",,,,ja,nein,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Besserer Busverkehr,"Der Rat möge beschließen, dass der Busverkehr allgemein verbessert wird. Es sollen mehr Busse im ÖPNV fahren, außerdem mehr E-Busse verwendet werden und die Ticket-Preise sollen gesenkt werden.","Es gibt zu wenige Busse, dadurch entstehen große Wartezeiten. Außerdem können viele Leute sich die Ticketpreise nicht leisten. Es gibt kaum E-Busse in Herford, deswegen fordern wir mehr E-Busse.","mit TOP 5 der Ratssitzung zusammengelegt: ""Der Rat möge beschließen, dass in ganz Herford öffentliche Verkehrsmittel für Schüler:innen kostenlos werden (z.B. würde ein Schülerausweis wie ein Busticket sein).""; Streichung der Änderung da überflüssig",,,,,ja,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Kostenloser ÖPNV für Schüler:innen,"Der Rat möge beschließen, dass in ganz Herford öffentliche Verkehrsmittel für Schüler:innen kostenlos werden (z.B. würde ein Schülerausweis wie ein Busticket sein).","Schüler:innen ohne Fahrmöglichkeiten müssen den Bus nehmen, damit werden die Kosten für Eltern nicht so hoch und die Umwelt wird gleichzeitig geschützt.",siehe TOP 2 der Ratssitzung,,,,ja,,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Inklusive Spielplätze,"Der Rat möge beschließen, dass mehr Spielplätze gebaut werden.","Das Thema ist wichtig, weil viele Kinder spielen wollen und es nicht viele gibt.","bisherige Spielplätze so erweitern, dass sie inklusiv sind",,,,,ja,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Mehrere Treffplätze in der Stadt,"Der Rat möge beschließen, dass in der Stadt mehrere Plätze zum Treffen gebaut werden.","In der Stadt gibt es keine Plätze, die speziell zum Treffen gedacht sind. Deswegen wollen wir welche bauen.","Änderung: ""Es soll meherere Plätze, wie z.B. Bänke mit Tischtennisplatten und Basketballkörben geben.""",,,,ja,ja,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Jugendcafé/-disco,"Der Rat möge beschließen, dass ein Treffunkt für Jugendliche von 13 bis 18 Jahren erbaut wird. Tagsüber kann man Spiele spielen und abends gibt es Musik und Karaokerooms.","Wir brauchen einen unterhaltsamen Treffpunkt, wo man über unterschiedliche Themen sprechen kann und Spaß mit z.B. Karaoke haben kann.",Änderung: Alter von 13 bis 17 Jahren,,,,ja,nein,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Herford,2022,Pimp Your Town!,"Jugend, Soziales",Sportpark,"Der Rat möge beschließen, dass ein großer Sportpark gebaut werden möge.","Es soll ein Sportpark gebaut werden, um allen Menschen in Herford die Möglichkeit zu geben Sport, zu treiben. Es ist gut für die Gesundheit und bietet den Menschen die Möglichkeit, Freude beim Sport zu haben und sich mit Freund:innen zu treffen. Zudem macht es Spaß, zusammen Sport zu machen und sich zu bewegen.","Änderung: ""Der Rat möge beschließen, dass ein großer inklusiver Sportpark gebaut werden möge. In den Saturn-Räumlichkeiten soll es Indoor-Sportmöglichkeiten geben.""",,,,ja,ja,05758012,67459,CDU,,Nordrhein-Westfalen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bildung, Familie, Sport",Neuen Basketballplatz bauen,"Der Stadtrat möge beschließen, dass ein neuer Basketballplatz gebaut wird.","Viele Jugendliche wollen gerne Basketball spielen. Es gibt keine öffentlichen Plätze, wo man spielen kann. Hessisch Oldendorf bräuchte sowas, damit sich auch die Jugendlichen mehr bewegen.",,,,,,nein,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bildung, Familie, Sport",Indoorpark in Hessisch Oldendorf,"Der Stadtrat möge beschließen, dass es in Hessisch Oldendorf einen Indoorpark geben soll.","Weil man keine Möglichkeiten für schlechtes Wetter hat, wo Jugendliche Fußball oder andere Aktivitäten ausüben können. Außerdem soll es ein wetterunabhängiger Treffpunkt für Jugendliche werden.",,,,,,nein,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bildung, Familie, Sport",Ein neuer Kunstrasenplatz soll in der Stadt Hessisch Oldendorf gebaut werden,"Der Stadtrat möge beschließen, dass ein neuer Kunstrasenplatz in Hessisch Oldendorf gebaut wird mit Metalltoren z.B hinter unserer Sporthalle oder dem Waldstadion.","Wir beantragen das, weil die Pflege einfacher ist z.B man muss nicht den Rasen mähen, weniger Kosten für die Pflege. Feste oder Fußballspiele können veranstaltet werden. Ein freier offener Platz für jeden, der Fußball spielen möchte, da gerade im Umkreis die meisten Fußball spielen.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bildung, Familie, Sport",Technik in der Schule verbessern,"Der Stadtrat möge beschließen,dass die Technik in der  Schule verbessert werden soll.","Da die Technik in der Schule nicht sehr gut ist, obwohl man diese in verschiedensten Unterrichtsfächern braucht. Es geht viel Unterrichtszeit durch das lange Warten auf die Geräte verloren. Ein Grund ist das schlechte Internet, welches ebenfalls verbessert werden müsste.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bildung, Familie, Sport",Familienangebote (Ausflüge),"Der Stadtrat möge beschließen, dass mehr Familienangebote (Ausflüge, private Veranstaltungen/ Treffen etc.) zu Verfügung gestellt werden .","Ich stelle diesen Antrag, weil ich der Meinung bin, dass es mehr Familienangebote für jede Familie, ob nun finanziell benachteiligt oder normal verdienend, geben soll. Es sollten mehr Ausflüge und private Veranstaltungen durch finanzielle Unterstützung möglich gemacht werden.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bildung, Familie, Sport",Mehr Schulveranstaltungen in Bezug auf Sport,"Der Stadtrat möge beschließen, dass mehr Schulveranstaltungen im Bezug auf Sport stattfinden.",Mehr Sportfeste fördern die Gesundheit und machen viel Spaß. Eine stärkere Klassengemeinschaft entsteht.,,,,,,nein,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Stadtentwicklung, Finanzen",Eine bessere Infrastruktur und bessere Busverbindungen.,"Der Stadtrat möge beschließen, dass die Busverbindungen in Dörfern verbessert werden, indem mehr Busse öfter durch und aus den Dörfern in die Stadt fahren.","Die SEP beantragt die bessere Infrastruktur aus dem Grund, dass Leute, die in Dörfern wohnen es schwer haben, in eine andere Stadt zu gelangen. Dementsprechend sollen Busse öfter durch diese Dörfer in die Stadt fahren.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Stadtentwicklung, Finanzen",Mehr Freitzeitangebote für Jugendliche,"Der Stadtrat möge beschließen, dass es in Hessisch Oldendorf in den Ferien sowie an normalen Schultagen mehr Freitzeitangebote für Jugendliche gibt.","Wir wollen mehr Freitzeitangebote für Jugendliche, weil Hessisch Oldendorf davon leider wenig zu bieten hat und die nächsten Freizeitangebote sich meist weiter entfernt von Hessisch Oldendorf befinden. Nicht jeder hat die Möglichkeit mal kurz nach Hameln zu fahren und es ist so viel umständlicher.",,,,,,zurückgezogen,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Stadtentwicklung, Finanzen",Warme Sitzplätze in Hessisch Oldendorf,Der Stadtrat möge beschließen‚ dass es in Hessisch Oldendorf mehr beheitzte und überdachte Sitzmöglichkeiten geben soll.,"Niemand mag es, im Kalten draußen zu stehen, z.B. beim Warten auf den Bus. Deshalb sollte man sich im Warmen aufhalten können, denn im Kalten kann man sich eine Erkältung einfangen und keiner möchte krank im Bett liegen. Solche Plätze können auch Obdachlose im Winter benutzen, damit sie nicht frieren müssen.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Stadtentwicklung, Finanzen",Schülerrabatt für die Busfahrkarte,"Der Stadtrat möge beschließen, dass beim Kauf eines Bustickets die Schüler Rabatt bekommen.","Unserer Meinung nach sind 3,50€ viel zu teuer für die jeweiligen Hin- und Rückfahrten. Vor allem Schüler können es sich auf Dauer nicht leisten, jedesmal für die Hin- und Rückfahrt insgesamt 7€ zu bezahlen.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Stadtentwicklung, Finanzen",Treffpunkt (Veranstaltungsmöglichkeit fūr Jugendliche),"Der Stadtrat möge beschließen dass eine frei verfügbare Räumlichkeit / Räumlichkeiten für Jugendliche zum Selbstveranstalten und Organisieren von Veranstaltungen zur Verfügung gestellt wird. Die Verantwortung soll vollständig bei den Jugendlichen liegen und weitestgehend kostengünstig oder kostenlos sein (Zur Absicherung auf der Seite der Stadt ggf. mit Vertrag, Kaution oder Pfand, z.B. Personalausweis).","Fördert die Selbstständigkeit und soziale Kontakte von Jugendlichen. Erweitert das Freizeitangebot für Jugendliche und hilft, soziale Kontakte zu knüpfen.",,,,,,zurückgezogen,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Stadtentwicklung, Finanzen",Bessere Busverbindungen in den Dörfern sowie in Hessisch Oldendorf,"Der Stadtrat möge beschließen, dass die Busse häufiger fahren, auch abends nach 20 Uhr.",Mit der Umsetzung des Antrages sind die Jugendlichen abends mobiler. Die Eltern müssen die Kinder nicht mehr abholen.,,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bau, Umwelt",Umweltschonende Müllentsorgung,"Der Stadtrat möge beschließen, dass mehr Mülleimer aufgestellt werden und Müllentsorgung und -verwertung umweltfreundlicher gestaltet werden.","Müllentsorgung ist wichtig und sollte gefördert werden, um die Umwelt sauber zu halten. In Hessisch Oldendorf sind nur wenige Mülleimer vorhanden, was zu zunehmender Verschmutzung der Umwelt führt.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bau, Umwelt",Erneuerbare Energie,"Der Stadtrat möge beschließen, dass mehr Windräder gebaut werden, Biogas produziert wird und mehr Solarzellen gebaut werden.","Da Deutschland aus der Atomenergie aussteigt, müssen mehrere Erneuerbare-Energie-Quellen entstehen. Außerdem ist Energie wegen des Ukraine-Krieges sehr kostbar und teuer geworden. Viele Bürger/innen können sich bald die Energie-Preise nicht mehr leisten. Das ist ein sehr großes Problem. Daher finden wir, dass die Stadt Hess. Oldendorf mehr in Erneuerbare Energien investieren sollte.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bau, Umwelt",Errichtung eines Naturschutzgebietes,"Der Stadtrat möge beschließen, dass ein Naturschutzgebiet in Hessisch Oldendorf errichten werden soll, damit die Tiere geschütz werden und weniger Müll da liegen gelassen wird.","Da wir alle unter dem Klimawandel leiden, wäre es schonmal ein kleiner Schritt in die richtige Richtung, wenn wir die Wälder nicht verdecken. Somit besteht auch ein kleineres Risiko, dass Waldbrände entstehen.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bau, Umwelt",Mehr Sitzmöglichkeiten,"Der Stadtrat möge beschließen, dass mehr Sitzmöglichkeiten gebaut werden.","In der Stadt gibt es zu wenig Sitzmöglichkeiten, auch an Bushaltestellen fehlen oft die Unterstände und die Sitzflächen.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bau, Umwelt",Erneuerung vom Waldstadion (die Flutlichter in Betrieb bringen) z.B. 3€ einwerfen dafür eine Stunde Flutlicht,"Der Stadtrat möge beschließen, dass das Waldstadion auf Vordermann gebracht wird und die Flutlichtanlagen in Gang gebracht werden, damit auch abends gespielt werden kann und der Platz zu jeder Zeit genutzt werden kann.","Das Waldstadion sollte meiner Meinung nach erneuert werden, da die Jugendlichen in der jeweiligen Zeit sehr oft und gerne Fußball spielen und das bis spät abends. Das heißt, dass es auch in dieser Zeit schnell dunkel wird, wenn es dunkel ist, sieht man nichts. Daher hatten wir den Vorschlag, Flutlichter anzubauen (erneuern und heile machen). Unser Vorschlag wäre daher, dass man gegebenenfalls 3-5€ in das Flutlicht reinwirft und dann leuchtet es 1h lang. Diesen Vorschlag machen wir aus dem Grund, dass wir immer Fußball spielen und es dann dunkel wird und wir dann nach Hause müssen, da man nichts mehr sieht. Mit dem Flutlicht wäre dieses Problem behoben.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Hessisch Oldendorf,2022,Pimp Your Town!,"Bau, Umwelt",Mehr Solarzellen auf Dächern in Hessisch Oldendorf anbringen,"Der Stadtrat möge beschließen, dass in der Stadt Hessisch Oldendorf mehr Solarzellen auf Dächern angebracht werden sollen.","Da Deutschland mehr erneuerbare Energien benutzen möchte, wäre es doch eine gute Idee in Solar zu investieren, indem man zum Beispiel Solarzellen an Dächern anbringt.",,,,,,ja,03252007,18458,SPD,Gesamtschule,Niedersachsen,,ländlich,,,
Kamen,2024,Pimp Your Town!,Umwelt,Erweiterung der Radwege,"Der Rat möge beschließen, dass der Weg am Hadler Kanal von Otterndorf nach Belum/Neuhaus am Deich entlang erweitert wird und an der Straße in Richtung Bülkau (bei Bodo Freimuth) ein Radweg gebaut wird.","Radwege sind gut für die Umwelt und das Radfahren in andere Orte wird attraktiver. Dadurch müssten die Fahrradfahrer nicht mehr an der B73 entlang fahren. Es ermöglicht den Radfahrern mehr Flexibilität sowie Mobilität. Der Radweg in Richtung Bülkau ist wichtig, da es im Moment viele Menschen gibt, insbesondere Kinder und Jugendliche, die dort gerne zur Schule fahren würden, aber Angst haben, mit dem Rad dort zu fahren, denn dort ist es sehr gefährlich.",,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,Umwelt,Jährliche Müllsammelaktionen von Schulen in der Schulzeit,"Der Rat möge beschließen, dass eine jährliche Müllsammelaktion von Schulen in der Schulzeit stattfindet. Die Schüler/innen sollen an Stränden, Parks und innerhalb der jeweiligen Ortschaft den Müll sammeln.","Durch Müllsammelaktionen soll die Anzahl von umweltschädlichem Müll verringert werden. Dabei werden Tierleben gerettet, z.B. Vögel, die an Plastiktüten ersticken. Geringerer Müll dient zusätzlich auch für unsere eigene Gesundheit.",,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,Umwelt,Mehr Mülleimer,"Der Rat möge beschließen, dass mehr Mülleimer aufgestellt werden.","Ich beantrage, dass mehr Mülleimer aufgestellt werden sollten, weil viel Müll einfach in der Natur landet durch diese fehlenden Mülleimer. Manchmal haben die Menschen vielleicht keine Lust, den Müll mit sich herum zu tragen, und da kein Mülleimer in der Nähe zu sehen ist, schmeißen sie den Müll auf den Boden und er landet in der Natur. Vor allem in der Nähe von Seen, Flüssen oder auch Meeren sollte darauf geachtet werden, dass genügend Mülleimer vorhanden sind, weil pro Jahr 100 bis 142 Millionen Tonnen Müll im Meer landen.",,,,,ja,nein,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,Umwelt,Informationsveranstaltungen für besseres Klimabewusstsein,"Der Rat möge beschließen, dass Informationsveranstaltungen für Klimabewusstsein im Landkreis Hadeln stattfinden.","Die Informationsveranstaltungen zum Thema Klima helfen am meisten älteren Menschen, ein gutes Klimabewusstsein zu entwickeln und sich danach mehr für Umweltschutz einzusetzen.",Das Angebot soll auf alle Altersgruppen ausgeweitet werden.,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,Umwelt,"Mehr Wind-, Solar- und Wasserenergie fördern","Der Rat möge beschließen, dass mehr Windräder und Turbinen gebaut werden und mehr Solaranlagen auf öffentlichen Gebäuden platziert werden.","Mit Wind-, Solar- und Wasserenergie kann man auf fossile Energie verzichten. Da fossile Energie schädlicher ist als ökologisch erzeugte Energie.",,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,Umwelt,Blüh- und Obstwiesen,"Der Rat möge beschließen, dass mehr Blüh- und Obstwiesen angebaut werden.","Ich beantrage mehr Blüh- und Obstwiesen, weil Bienen und anderen Tiere dadurch mehr Lebensraum und Nektar gewährt wird. Sie haben mehr natürlichen Freiraum und sind folglich nicht mehr so bedroht. Obstwiesen können hilfreich sein, weil man dadurch mehr Nahrungsmittel, unter anderem Äpfel und Birnen, produzieren kann. Durch die unterschiedlichen Früchte, die produziert werden, kann man diese auf dem Markt anbieten und wirtschaftliche Gewinne erzielen. Außerdem liefern die Früchte unterschiedliche Nährstoffe und Vitamine, die ein Mensch braucht. Wenn immer mehr Blüh- und Obstwiesen vernichtet werden, haben Bienen oder andere Tiere weniger Lebensraum und Nahrung. Vernichtung von Obstwiesen ist auch sehr schlecht für die Umwelt und die Menschheit, da wir schlechter an die Vitamine kommen.",,,,,ja,nein,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Jugend, Soziales",Besseres Internet in Dörfern,"Der Rat möge beschließen, dass durch mehr Glasfaserleitungen auch in abgelegenen Orten ein schnelles Internet gewährleistet ist.","In einigen abgelegenen Orten ist es aufgrund des Internets nicht möglich, den sozialen Kontakt zu halten, sich im Internet zu informieren und Spaß zu haben.","Der Rat möge beschließen, dass durch mehr Glasfaserleitungen auch in abgelegenen Orten ein schnelles Internet gewährleistet ist. Auch in abgelegenen Straßenzügen und Ortsteilen soll schnelles Internet zur Verfügung gestellt werde.",,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Jugend, Soziales",Kindergartenkinder besuchen die Altenheimbewohber,"Der Rat möge beschließen, dass Kindergartenkinder zusammen mit Altenheimbewohntner Aktivitäten haben.",Die alten Leute können noch mal Spaß im Leben haben und sich an ihre eigene Kindheit erinnern.,"Der Rat möge beschließen, dass Kindergartenkinder aus kommunalen Kindergärten mit Senioren Aktivitäten ausüben und auch die Senioren besuchen können.",,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Jugend, Soziales",Mehr Geld für Vereine,"Der Rat möge beschließen, dass die Vereine mehr Geld zur Verfügung bekommen, um sich z.B. neue Geräte kaufen zu können.","Ich stelle diesen Antrag, weil die Vereine die finanzielle Unterstützung brauchen. Zudem haben die Vereine eine bessere Chance, sich finanziell über Wasser zu halten. Außerdem würden auch mehr Menschen den Vereinen beitreten, weil sie besser ausgerüstet sind.",,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Jugend, Soziales",Mehr Wassergymnastik für ältere Menschen,"Der Rat möge beschließen, dass mehr Wassergymnastik für Senioren veranstaltet werden soll. Diese Veranstaltungen sollen in öffentlichen Schwimmbädern ausgeführt werden, jede Woche 3mal.","Es sollte regelmäßige Wassergymnastik geben, da die Renter dadurch in Bewegung bleiben und eine tolle Freizeitaktivität haben. Außerdem könnte dies ein Treff für die Rentner untereinander sein.","Zusammengelegt mit TOP 21 aus dem Ausschuss: Der Rat möge beschließen, dass es mehr Sportangebote für Rentner und Rentnerinnen gibt.",,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Jugend, Soziales",Jugendzentren fördern,"Der Rat möge beschließen, dass die Jugendzentren mehr gefördert werden, damit es mehr gemeinschaftliche Aufenthaltsräume/Einrichtungen für Jugendliche gibt.",Damit Jugendliche einen Rückzugsort von zu Hause und eine warme Unterkunft haben. Jugendliche fördern somit ihre sozialen Kontakte.,"Der Rat möge beschließen, dass die Jugendzentren mehr gefördert werden, damit es mehr gemeinschaftliche Aufenthaltsräume/Einrichtungen für Jugendliche gibt und dass die Jugendlichen befragt werden sollen, was sich genau im Jugendzentrum verändern sollte.",,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Jugend, Soziales",Erneuerung der Spielplätze in Land Hadeln,"Der Rat möge beschließen, dass die Spielplätze in Land Hadeln erneuert werden. Darunter fallen folgende Arbeiten: Pflegen von Grünflächen, Auffüllen der Sandkästen, Lackieren von Hölzern, Sammeln von Müll und Wartung der Spielgeräte.","Durch diese Maßnahmen soll die Nutzung der Geräte ohne Gefahr gewährleistet werden, um die Kinder zu beschützen, einen Sportplatz bereit zu stellen und einen Treffpunkt unter Gleichaltrigen zu schaffen.",,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Schule, Sport",Ausreichende und funktionale Stühle in Schulen,"Der Rat möge beschließen, dass in Schulen funktionale und ausreichende Stühle zur Verfügung stehen.","Dieser Antrag wird gestellt, um die schulische Ausstattung im Bezug auf Sitzflächen zu verbessern. Da in vielen Schulen ein Mangel an (unbeschädigten) Stühlen herrscht, sind wir der Ansicht, dass dringend neue Stühle in Schulen besorgt werden sollten. Wenn Stühle nicht mehr in einem gutem Zustand sind, können diese ein Risiko für die Gesundheit der Schüler und Schülerinnen darstellen. Außerdem beeinträchtigen quietschende Stühle die Konzentrationsfähigkeit und sind somit für den Unterricht kontraproduktiv.","Der Rat möge beschließen, dass in Schulen funktionale und ausreichende Stühle zur Verfügung stehen. Bei Bedarf sollen zusätzlich ergonomische Stühle zu Verfügunggestellt werden.",,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Schule, Sport",Fremdsprach-Auswahl erhöhen,"Der Rat möge beschließen, dass eine größere Auswahl an Fremdsprachen wählbar ist. Beispielsweise sollten Sprachen wie Spanisch, Japanisch, Russisch oder auch Plattdeutsch keine AGs, sondern als wählbare Möglichkeiten vorhanden sein.","Wir stellen diesen Antrag, weil wir der Meinung sind, es gibt zu wenige Möglichkeiten an Fremdsprachen an unserer Schule. Eine ausgeprägte Auswahl würde den Schülern helfen, ihre individuellen Interessen auszubauen. Somit steigt auch die Motivation der Schüler und die erzielten Ergebnisse und Leistungen werden verbessert.",,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Schule, Sport",Sportgerät/Gym in der Schule,"Der Rat möge beschließen, dass eine Grundausstattung an Sportgeräten zur Verfügung gestellt werden soll.",Krafttraining ist sehr gesund für heranwachsende Jugendliche. Es soll die Jugendlichen zu Sport motivieren.,"Zusammengelegt mit TOP 13 im Ausschuss: Der Rat möge beschließen, dass es mehr öffentliche Sportplätze gibt und es mehr gute Sportplätze gibt, die nicht kaputt sind.",,,,ja,nein,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Schule, Sport",Kostenlose Menstruationsartikel in öffentlichen Einrichtungen,"Der Rat möge beschließen, dass es in allen öffentlichen Einrichtungen eine bestimmte Menge an kostenlosen Menstruationsartikeln gibt.","Dieser Antrag ist wichtig, da Frauen nichts für ihre Menstruation können, zudem können sie auch noch plötzlich auftreten und man dann oftmals keine Artikel spontan dabei hat. Außerdem haben Manche nicht so viel Budget, um sich das dementsprechende Material leisten zu können.","Der Rat möge beschließen, dass es in allen öffentlichen Einrichtungen du weiterführenden Schulen eine bestimmte Menge an kostenlosen Menstruationsartikeln gibt.",,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Kamen,2024,Pimp Your Town!,"Schule, Sport",Mehr Exkurse,"Der Rat möge beschließen, dass z.B. wenn man in Sport das Thema Parcours hat, man ins Jumphouse fährt. Oder wenn man in Biologie etwas mit Tieren macht, in den Tierpark geht.","Weil man sich Sachen besser merken kann, wenn man sie selber erlebt.",,,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
